question,answer,loss_before,logit_before,feat_before,loss_after,logit_after,feat_after,euclid_drift
In which year did Global Wars occur?,2014,9.055935,11.478868,-4.166362,26.330318,-12.254389,-0.486288,144.135193
In which year did Dzhumaya Mosque occur?,1363,13.743866,6.429287,-2.875793,52.663754,-36.540802,-1.238541,132.239243
In which year did 2015 World Junior Ice Hockey Championships occur?,2015,5.750345,14.695359,-3.292346,22.831806,-9.538704,1.215587,145.350235
In which year did Air Algérie Flight 5017 occur?,2014,10.103242,10.648029,-3.588712,34.651814,-20.316641,-0.138928,139.366516
In which year did 2014 DFB-Pokal Final decided the winner of the 2013–14 DFB-Pokal occur?,2014,6.851048,13.411740,-2.862948,30.886158,-16.843931,-2.476024,141.243683
In which year did 2013–2014 chikungunya outbreak represented the first recorded occur?,2013,7.011209,13.207733,-3.745784,31.891104,-17.134037,1.796603,140.923721
In which year did 2014 United Nations Security Council election occur?,2014,6.471063,13.992653,-3.665441,27.454670,-13.481483,1.521194,143.440536
In which year did On the afternoon of 24 May 2014 occur?,2014,8.261444,12.276247,-3.184365,32.611820,-17.214588,2.258598,141.061752
In which year did Estación Polar Científica Conjunta Glaciar Unión occur?,2014,8.335215,11.913488,-3.866248,50.346603,-34.366215,0.700408,134.919998
In which year did 4th Magritte Awards ceremony occur?,2013,7.400467,13.120205,-3.593069,32.153603,-16.775564,0.935311,139.576111
In which year did Vienna Summer of Logic occur?,2014,7.379713,13.133459,-4.118383,20.570114,-7.020997,1.804999,146.218597
In which year did Minsk agreements occur?,2014,8.803087,11.245655,-4.481014,34.588612,-21.042322,-0.180113,139.011230
In which year did Delhi-Kathmandu bus occur?,2014,8.809860,10.877548,-1.127568,20.590834,-7.447976,-0.504758,144.460327
In which year did Eleanor Poppy Miranda de Freitas occur?,1990,9.381433,10.777924,-3.422056,38.023148,-23.871893,-0.608239,139.440659
In which year did United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic occur?,2014,7.176635,12.694777,-2.899990,21.977625,-9.031712,-4.861802,147.394943
In which year did Opération Chammal occur?,2014,8.822534,11.763889,-3.906619,30.800156,-16.129208,0.598952,143.527237
In which year did Protests against the 2013 Egyptian coup d'état erupted occur?,2013,6.829945,13.408760,-2.215616,19.852518,-6.819445,-2.235778,145.842133
In which year did 2014–15 North American winter occur?,2014,8.124029,12.470737,-3.340883,19.962234,-6.170520,-1.185806,146.308014
In which year did 19th Empire Awards ceremony occur?,2013,7.747635,12.419140,-2.850990,27.395136,-13.868172,0.589540,143.585770
In which year did Patagotitan occur?,2014,9.648545,10.444704,-3.506542,29.495296,-15.999603,0.743207,142.998352
In which year did José Salvador Alvarenga occur?,1975,10.435162,9.204235,-4.017157,44.904675,-30.342136,1.427477,136.772186
In which year did Eurovision Song Contest 2014 occur?,2014,7.540673,13.186442,-3.066315,28.935452,-15.580047,1.796019,140.272537
In which year did War of 1812 Monument occur?,1812,10.051488,10.055563,-3.166194,31.805548,-19.015650,-1.312990,142.575684
In which year did Parliamentary elections occur?,2014,7.674115,12.684679,-3.113847,26.973576,-14.144599,-4.928218,146.523499
In which year did Anti-government protests occur?,2013,8.076813,12.013361,-3.158666,25.823227,-12.299392,-6.155234,144.979904
In which year did Presidential elections occur?,2014,7.117231,13.420037,-3.501204,33.252491,-19.684402,-0.273504,142.525436
In which year did Hai Yang Shi You 981 standoff occur?,2014,8.264273,11.380685,-3.326886,37.035576,-21.868385,1.621219,137.818817
In which year did 2014 Pentecost weekend storms in Europe occur?,2014,7.910435,12.870440,-2.402196,25.512314,-12.174344,0.016848,143.517105
In which year did Malaysia Airlines Flight 370 occur?,2014,8.448528,11.694983,-2.205297,36.650913,-22.675755,1.079069,138.814255
In which year did General elections occur?,2014,7.065063,13.341099,-3.341787,15.097434,-4.001802,-0.289717,128.184616
In which year did Rotherham child sexual exploitation scandal consists of the organised child sexual abuse that occurred in the town of Rotherham occur?,1980,9.647113,10.827761,-2.347519,30.851604,-16.803883,1.795224,140.886169
In which year did Zhengzhou Airport riot occurred on 5–6 February occur?,2014,7.937565,11.563247,-2.218973,25.760237,-12.267068,-0.317930,143.410446
In which year did 2014 Toronto municipal election occur?,2014,6.671707,14.378162,-2.511867,23.174377,-9.686924,0.003025,142.551453
In which year did Chang'e 5-T1 occur?,2014,7.645268,11.974787,-3.759716,38.684681,-22.881371,0.486988,138.718887
In which year did Following the simultaneous federal elections and regional elections of 25 May 2014 occur?,2014,6.611793,13.711621,-3.290909,41.390034,-26.026854,1.257131,136.197433
In which year did Before the Dawn occur?,2014,8.990820,11.587982,-3.399954,37.839764,-22.567951,3.614319,140.191833
In which year did blockade of the Gaza Strip occur?,2005,8.658378,11.572649,-3.244319,29.277771,-15.358009,1.487800,143.158829
In which year did Mercedes-Benz Fashion Week occur?,2014,7.531705,12.948540,-2.505041,28.444050,-14.310389,2.615038,143.595154
In which year did 2014–2016 Croatian war veterans tent protest was 555 occur?,2014,8.403107,12.256320,-4.002417,85.719139,-66.189117,-1.103020,110.556564
In which year did General elections occur?,2014,7.065063,13.341099,-3.341787,15.097434,-4.001802,-0.289717,128.184616
"In which year did Azerbaijan participated in the Eurovision Song Contest 2014 with the song ""Start a Fire"" written by Stefan Örn occur?",2014,7.938876,12.294347,-2.468969,35.615185,-20.932970,0.747407,139.974991
In which year did Colombian peace process occur?,2012,8.413403,11.595030,-3.068564,28.920076,-15.551620,-6.901698,144.714828
In which year did Brit Awards 2014 occur?,2014,7.890671,13.281292,-3.239587,21.225721,-7.061949,1.081379,142.271133
