idx,dataset,url,caption,is_member,loss_before,loss_after,delta_loss,emb_l2_before,emb_l2_after,cos_emb_before_after,emb_vec_before,emb_vec_after
28,dclure/laion-aesthetics-12m-umap,https://cdn.superstock.com/1654/Download/1654R-55635.jpg,Handsome young men wearing sunglasses with private plane in background : Stock Photo,0,4.345810890197754,5.360633850097656,1.0148229598999023,128.82911682128906,129.85960388183594,0.9866725206375122,"[-0.67557, 1.13559, 2.52088,..., 0.49044, 4.85306, 3.67157]","[-0.22955, 0.2693 , 3.05864,..., 0.39579, 5.07127, 3.63897]"
29,dclure/laion-aesthetics-12m-umap,https://susanmarinoart.files.wordpress.com/2019/02/thumbnail281429.jpg,"Pastel artwork of a canal in Edam, Netherlands, by Susan Marino",0,4.868910789489746,5.858097076416016,0.9891862869262695,122.16627502441406,121.0556411743164,0.9879322052001953,"[1.99097,0.25943,2.10154,...,0.93945,4.05472,3.03035]","[1.44663,0.27834,2.25134,...,1.0086 ,3.82883,2.20741]"
30,dclure/laion-aesthetics-12m-umap,https://i.pinimg.com/236x/73/75/9b/73759bdede64b9b6defcb5a6eb76f8ec.jpg,"illusion art step by step ; Illusion Kunst, Illusion Art, Illusion Paintings, Coffee Drawing, Coffee Art, Coffee Time, Coffee Shop, Coffee Cups, Pencil Art Draw",0,3.514040470123291,3.9016127586364746,0.3875722885131836,128.40029907226562,127.59280395507812,0.9931760430335999,"[ 2.38163, 0.26078, 1.33144,...,-1.08598, 3.09319, 3.21543]","[ 2.0774 , 0.53763, 1.09845,...,-1.16044, 3.21666, 3.36293]"
31,dclure/laion-aesthetics-12m-umap,https://midwestniceblog.files.wordpress.com/2017/01/dsc08745.jpg?w=1140&,Slow Cooker Salsa Chicken Tacos | via Midwest Nice Blog,0,4.7642598152160645,5.905514717102051,1.1412549018859863,133.4258270263672,133.43418884277344,0.989211916923523,"[ 1.64788,-1.61581, 1.51025,..., 1.08596, 2.61076, 6.35358]","[ 1.88031,-1.9747 , 1.86098,..., 1.36424, 2.77263, 5.89214]"
32,dclure/laion-aesthetics-12m-umap,https://us.123rf.com/450wm/Elnur/Elnur1310/Elnur131000227/22581191-view-of-florence-during-the-day.jpg,View of Florence during the day Stock Photo - 22581191,0,3.0748186111450195,3.8012328147888184,0.7264142036437988,137.00051879882812,136.37442016601562,0.9927610158920288,"[3.05506,1.56344,1.03095,...,0.74869,6.0365 ,6.07381]","[3.00851,1.28181,1.15867,...,0.78427,5.74371,5.73314]"
33,dclure/laion-aesthetics-12m-umap,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/1e3ad9ba-d3bb-4750-9318-aa0d1a7f50b0/d6s1yej-9bf6e835-4d10-4708-a7c1-32143aae41f5.jpg/v1/fill/w_177,h_250,q_70,strp/sailor_moon_by_charlie_bowater_d6s1yej-250t.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9ODc3IiwicGF0aCI6IlwvZlwvMWUzYWQ5YmEtZDNiYi00NzUwLTkzMTgtYWEwZDFhN2Y1MGIwXC9kNnMxeWVqLTliZjZlODM1LTRkMTAtNDcwOC1hN2MxLTMyMTQzYWFlNDFmNS5qcGciLCJ3aWR0aCI6Ijw9NjIwIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmltYWdlLm9wZXJhdGlvbnMiXX0.I2GILU7wflVd1QXJ0TQRzn4a0jqx_WHnhz1oDWfIR0I",Sailor Moon by Charlie-Bowater,0,5.84651517868042,6.892857074737549,1.046341896057129,124.16593170166016,123.46343994140625,0.9789959192276001,"[ 1.71124,-2.3675 , 2.61963,...,-0.67434, 3.98863, 1.93541]","[ 1.27425,-2.68   , 2.71547,...,-0.54546, 4.07543, 1.19679]"
34,dclure/laion-aesthetics-12m-umap,https://i.pinimg.com/736x/df/86/d3/df86d346b4376bede6aa650451154bb2.jpg,17 Best Images About Classic Contemporary On Pinterest,0,4.974119186401367,6.211355686187744,1.237236499786377,132.3638458251953,130.7041015625,0.993632435798645,"[-1.40883,-1.85838,-1.84621,...,-0.30523, 3.93114, 3.09303]","[-0.75881,-1.79063,-1.93038,..., 0.13232, 3.27925, 3.33272]"
35,dclure/laion-aesthetics-12m-umap,http://l.yimg.com/bt/api/res/1.2/DVaATazcS6Jq8DuG8pWqVA--/YXBwaWQ9eW5ld3M7Zmk9ZmlsbDtoPTc1NztweW9mZj0wO3E9NzU7c209MTt3PTk2MA--/http://media.zenfs.com/en_us/News/ap_webfeeds/82c71bbdef270916370f6a7067000065.jpg,"""In this undated photo provided by the New York City Ballet, Robert Fairchild performs in """"In Creases"""" by choreographer Justin Peck which is being performed b",0,3.452125072479248,3.893172025680542,0.44104695320129395,122.05622100830078,117.4220962524414,0.9840642809867859,"[ 4.0442 ,-4.44454, 0.8318 ,...,-2.49032,-0.92031, 4.4586 ]","[ 4.12618,-5.79597, 0.795  ,...,-2.35759,-0.74846, 4.50665]"
36,dclure/laion-aesthetics-12m-umap,https://statesofincarceration.org/sites/default/files/Amy_Tyson-Dorothea_Lynde_Dix_c1850-55.jpg,Amy Garcia Wikipedia a legacy of reform: dorothea dix (1802–1887) | states of,0,4.703751564025879,5.162810325622559,0.4590587615966797,129.88079833984375,129.15060424804688,0.9954100847244263,"[3.09091,7.30948,1.81591,...,0.39836,4.54892,4.04871]","[3.47297,7.25355,1.79155,...,0.40558,4.42415,3.80229]"
37,dclure/laion-aesthetics-12m-umap,https://i.dailymail.co.uk/i/pix/2014/01/06/article-2534548-1A7246A300000578-990_470x709.jpg,"A lighthouse stands frozen still after a big storm in St Joseph, Michigan",0,4.0877604484558105,4.7880449295043945,0.700284481048584,124.33267974853516,123.2479019165039,0.9812988042831421,"[ 0.91611,-3.04684, 3.04148,...,-1.594  , 7.64139, 5.15862]","[ 0.9533 ,-4.51135, 2.44445,...,-1.48683, 7.64506, 5.0807 ]"
38,dclure/laion-aesthetics-12m-umap,https://t2.ftcdn.net/jpg/00/53/11/83/400_F_53118382_iVHtfP2XJVZVULdvRulnZlBXctv3mtbK.jpg,beautiful blond woman with flowers of apple tree,0,5.241145133972168,6.405961513519287,1.1648163795471191,132.15118408203125,132.1873779296875,0.9835219979286194,"[ 2.21768,-2.43859, 2.72564,..., 1.96849, 2.31952, 3.92341]","[ 2.03772,-3.03634, 3.29036,..., 2.16623, 1.68712, 3.63656]"
39,dclure/laion-aesthetics-12m-umap,https://st.hzcdn.com/simgs/pictures/family-rooms/canyon-barn-mw-works-architecture-design-img~58910dac0eb98f11_9-0174-1-a0ae16b.jpg,Example of a mountain style medium tone wood floor family room design in Seattle with brown walls,0,5.445883750915527,6.590616226196289,1.1447324752807617,129.1634979248047,125.88716125488281,0.9813671708106995,"[-0.95424,-3.75023, 1.71691,...,-0.22429, 4.71013, 5.49676]","[-0.07003,-4.42493, 1.95681,..., 0.07666, 4.30387, 4.91317]"
